mu_bp_per_gen,p_HGT_thyA_per_div,p_HGT_dapA_per_div,V_reactor_L,rho_max_per_L,g_per_day,T_days,L_target_bp,N_total_cells,G_total_generations,p_combined_per_div,P_escape_30d
8.511777e-10,3.023494e-12,4.986890e-14,8.627480e+02,6.877408e+08,3.037414e+00,1.726699e+01,4.909347e+02,5.933470e+11,5.244698e+01,6.300614e-32,1.960704e-18
2.210542e-09,1.317969e-11,3.442193e-12,1.847964e+02,6.074217e+09,4.886615e+00,3.107545e+01,8.794129e+02,1.122493e+12,1.518538e+02,8.819260e-29,1.503285e-14
2.092512e-10,5.520748e-11,2.632157e-14,1.058896e+01,1.111558e+09,3.765464e+00,2.337501e+01,4.067735e+02,1.177024e+10,8.801778e+01,1.236888e-31,1.281403e-19
1.546850e-09,3.535532e-13,1.325884e-12,2.125252e+03,6.586593e+08,5.575124e+00,1.912229e+01,3.959023e+02,1.399817e+12,1.066092e+02,2.870757e-31,4.284126e-17
8.104153e-10,5.205864e-12,7.260055e-11,3.487935e+03,1.968224e+08,6.988457e+00,4.249906e+01,8.777978e+02,6.865037e+11,2.970029e+02,2.688653e-28,5.481992e-14
1.171353e-10,1.012030e-11,1.558960e-14,6.453988e+02,5.735645e+08,2.728150e+00,3.807412e+01,3.375024e+02,3.701779e+11,1.038719e+02,6.237250e-33,2.398290e-19
1.480302e-09,7.183459e-13,2.038478e-13,2.293419e+01,9.189357e+09,2.549867e+00,2.737297e+01,4.213285e+02,2.107505e+11,6.979745e+01,9.132942e-32,1.343442e-18
1.576122e-10,3.212990e-11,3.497672e-12,8.113753e+02,2.813445e+08,2.222173e+00,1.759549e+01,4.087674e+02,2.282760e+11,3.910023e+01,7.240264e-30,6.462401e-17
2.762423e-09,3.627989e-14,5.284074e-11,2.500918e+01,1.408760e+09,2.376957e+00,2.169992e+01,3.524933e+02,3.523193e+10,5.157976e+01,1.866706e-30,3.392280e-18
1.967410e-10,7.147662e-12,1.301500e-13,1.664275e+02,8.790172e+09,7.268578e+00,2.226041e+01,4.170985e+02,1.462926e+12,1.618016e+02,7.633816e-32,1.806953e-17
1.470500e-10,1.448385e-11,8.032944e-11,5.606565e+02,1.644365e+09,7.131076e+00,2.028382e+01,3.639947e+02,9.219237e+11,1.446455e+02,6.227576e-29,8.304603e-15
6.982238e-09,7.245622e-12,6.263802e-13,4.097724e+03,6.521172e+09,6.291461e+00,3.103619e+01,7.651426e+02,2.672196e+13,1.952630e+02,2.424659e-29,1.265141e-13
9.491804e-10,1.322890e-12,9.653297e-11,1.368299e+01,5.849545e+08,4.670042e+00,3.894837e+01,5.134958e+02,8.003924e+09,1.818905e+02,6.224220e-29,9.061455e-17
2.479461e-10,3.004975e-11,7.758758e-12,2.429563e+02,4.865895e+09,3.566368e+00,2.166660e+01,8.183053e+02,1.182200e+12,7.727106e+01,4.730485e-29,4.321291e-15
1.918448e-09,1.202647e-13,1.316950e-12,1.219264e+01,4.932937e+08,2.537129e+00,2.011824e+01,4.453143e+02,6.014551e+09,5.104257e+01,1.353082e-31,4.153937e-20
1.885696e-10,1.571633e-12,2.090779e-13,3.435504e+01,2.353976e+08,3.026997e+00,4.361420e+01,6.958674e+02,8.087094e+09,1.320200e+02,4.311789e-32,4.603518e-20
2.058302e-10,6.412803e-12,1.385550e-14,4.401282e+01,3.241085e+09,3.738580e+00,3.348722e+01,4.712745e+02,1.426493e+11,1.251946e+02,8.618924e-33,1.539247e-19
2.245591e-09,4.046053e-13,4.549945e-14,3.538953e+02,8.558106e+08,7.144486e+00,2.291720e+01,7.908312e+02,3.028673e+11,1.637316e+02,3.269280e-32,1.621202e-18
3.560638e-10,3.370245e-13,6.346007e-14,1.606049e+03,8.590748e+09,4.691202e+00,1.773025e+01,3.359598e+02,1.379716e+13,8.317617e+01,2.558452e-33,2.936066e-18
1.082806e-10,1.802935e-11,2.424298e-13,3.611985e+02,7.831939e+08,4.409894e+00,2.391754e+01,9.942389e+02,2.828884e+11,1.054738e+02,4.705520e-31,1.404001e-17
1.206083e-10,1.865521e-11,2.401663e-13,8.279635e+02,8.640364e+08,3.124581e+00,3.331503e+01,7.031323e+02,7.153906e+11,1.040955e+02,3.799501e-31,2.829448e-17
2.325188e-10,4.770927e-14,3.067389e-11,6.306673e+01,1.132914e+08,2.778977e+00,1.963318e+01,4.101469e+02,7.144917e+09,5.456015e+01,1.395626e-31,5.440537e-20
4.276149e-10,3.642074e-12,3.798132e-11,4.524066e+03,2.989380e+09,2.518337e+00,2.040762e+01,7.902331e+02,1.352415e+13,5.139327e+01,4.674412e-29,3.248952e-14
9.107044e-09,2.650056e-12,1.049470e-14,3.091366e+02,3.378105e+09,2.596034e+00,4.103773e+01,3.023000e+02,1.044296e+12,1.065353e+02,7.656687e-32,8.518404e-18
4.675338e-10,8.213770e-12,7.832838e-12,3.458663e+02,1.942197e+08,5.959400e+00,3.215779e+01,4.569040e+02,6.717406e+10,1.916411e+02,1.374357e-29,1.769253e-16
3.629630e-09,7.698380e-13,5.403398e-14,3.148097e+01,4.524491e+09,2.377763e+00,2.000621e+01,5.330050e+02,1.424354e+11,4.757001e+01,8.047479e-32,5.452693e-19
3.291325e-09,7.183883e-11,1.590026e-13,1.608533e+01,3.223911e+09,2.168225e+00,3.421707e+01,8.251262e+02,5.185768e+10,7.419032e+01,3.102091e-29,1.193479e-16
7.549915e-10,1.186649e-14,8.914239e-11,2.627135e+01,5.732435e+08,2.461367e+00,2.383365e+01,3.078337e+02,1.505988e+10,5.866335e+01,2.458469e-31,2.171967e-19
4.577011e-10,1.733746e-11,4.166341e-12,1.584140e+02,1.287582e+09,7.908537e+00,1.533420e+01,4.784982e+02,2.039711e+11,1.212710e+02,1.581985e-29,3.913165e-16
4.304337e-10,1.713315e-12,5.975175e-11,1.661084e+03,4.426659e+08,2.214134e+00,3.825662e+01,7.339185e+02,7.353053e+11,8.470527e+01,3.234015e-29,2.014281e-15
2.859068e-10,2.454013e-13,4.820888e-12,2.466165e+02,4.093147e+09,2.649033e+00,2.490592e+01,6.280864e+02,1.009438e+12,6.597660e+01,2.124457e-31,1.414872e-17
1.148618e-10,1.181854e-14,1.815521e-13,5.676743e+02,3.261080e+09,2.365992e+00,4.306336e+01,9.766791e+02,1.851231e+12,1.018876e+02,2.407091e-34,4.540194e-20
6.266239e-10,4.916356e-12,1.867259e-12,2.464057e+03,8.169840e+08,2.643081e+00,4.075240e+01,4.023641e+02,2.013095e+12,1.077119e+02,2.314589e-30,5.018823e-16
4.796275e-09,3.689039e-13,1.099956e-13,1.993923e+03,1.181797e+09,3.463119e+00,4.106568e+01,4.182983e+02,2.356413e+12,1.422153e+02,8.141017e-32,2.728201e-17
2.533241e-09,2.367184e-11,1.730653e-14,7.466149e+01,8.385103e+09,3.359009e+00,4.161072e+01,3.517182e+02,6.260443e+11,1.397708e+02,3.650173e-31,3.194001e-17
1.842597e-10,1.066703e-11,2.640552e-12,2.719685e+01,3.500205e+08,3.274601e+00,4.046274e+01,7.622626e+02,9.519456e+09,1.324993e+02,3.956156e-30,4.989984e-18
1.333500e-09,1.293307e-13,4.445801e-13,3.851460e+02,3.369554e+08,3.829600e+00,3.553124e+01,4.553347e+02,1.297770e+11,1.360704e+02,3.491208e-32,6.165059e-19
1.394212e-09,1.523464e-14,5.034958e-11,9.437572e+01,4.979327e+09,3.965599e+00,2.377390e+01,7.005702e+02,4.699276e+11,9.427774e+01,7.492187e-31,3.319317e-17
1.613086e-09,8.366392e-12,2.969728e-11,9.331031e+01,1.414694e+08,2.437842e+00,2.037788e+01,3.944750e+02,1.320055e+10,4.967805e+01,1.581000e-28,1.036784e-16
2.857813e-10,2.658290e-14,6.704183e-13,6.336355e+01,3.389539e+08,4.449073e+00,2.712147e+01,4.102858e+02,2.147732e+10,1.206654e+02,2.089626e-33,5.415413e-21
2.885012e-09,6.715350e-11,1.434797e-13,1.619900e+02,4.658703e+09,4.921091e+00,4.247301e+01,4.485726e+02,7.546633e+11,2.090135e+02,1.246922e-29,1.966831e-15
1.558913e-10,4.127286e-11,5.066691e-13,3.067042e+03,8.234878e+08,7.350063e+00,3.803957e+01,9.750042e+02,2.525672e+12,2.795932e+02,3.178465e-30,2.244507e-15
5.277645e-10,1.525489e-11,5.067725e-12,4.031382e+03,2.076486e+09,4.594264e+00,1.939058e+01,9.258863e+02,8.371107e+12,8.908542e+01,3.777634e-29,2.817146e-14
6.919260e-09,4.181255e-11,1.772430e-13,2.581691e+03,4.388097e+09,2.308844e+00,1.504503e+01,3.063904e+02,1.132871e+13,3.473662e+01,1.571125e-29,6.182707e-15
9.408072e-10,2.312025e-14,8.620515e-13,4.574030e+03,2.011313e+08,4.814599e+00,1.940893e+01,3.400302e+02,9.199808e+11,9.344619e+01,6.375936e-33,5.481309e-19
2.467483e-10,2.712386e-11,2.281539e-14,1.633492e+01,2.594895e+08,2.009740e+00,4.077185e+01,3.082071e+02,4.238742e+09,8.194083e+01,4.706263e-32,1.634607e-20
4.320957e-09,1.269961e-11,1.388093e-13,1.048987e+03,7.950707e+09,3.056842e+00,3.359557e+01,4.349957e+02,8.340186e+12,1.026963e+02,3.313402e-30,2.837951e-15
1.779091e-09,4.454447e-12,5.343733e-11,9.310330e+02,3.064866e+09,5.864120e+00,2.372834e+01,7.120985e+02,2.853492e+12,1.391458e+02,3.015622e-28,1.197357e-13
1.248314e-09,1.043720e-13,6.668528e-13,2.800712e+03,4.289162e+09,2.245055e+00,1.840598e+01,3.534175e+02,1.201271e+13,4.132244e+01,3.070619e-32,1.524238e-17
7.247897e-09,3.073004e-12,8.867060e-14,1.016391e+03,6.831359e+08,2.782067e+00,1.571699e+01,9.795907e+02,6.943331e+11,4.372571e+01,1.934637e-30,5.873598e-17
1.908511e-10,8.217771e-14,1.167022e-11,7.119422e+03,3.916126e+09,3.812891e+00,3.834724e+01,3.713986e+02,2.788056e+13,1.462139e+02,6.797795e-32,2.771137e-16
4.078875e-10,2.737701e-13,2.361058e-11,1.005180e+01,1.010852e+09,6.615546e+00,3.144973e+01,9.209963e+02,1.016088e+10,2.080572e+02,2.428236e-30,5.133397e-18
2.303883e-10,1.963281e-11,2.826499e-13,4.075540e+01,2.940321e+09,3.020952e+00,1.771752e+01,5.012845e+02,1.198339e+11,5.352378e+01,6.408790e-31,4.110575e-18
5.029907e-10,2.639937e-14,1.001583e-12,1.436307e+02,3.305652e+08,2.481791e+00,3.121073e+01,9.206865e+02,4.747931e+10,7.745850e+01,1.224482e-32,4.503247e-20
3.827341e-10,5.108563e-11,1.407594e-11,4.957283e+02,1.804711e+09,5.366625e+00,2.749046e+01,3.836878e+02,8.946463e+11,1.475310e+02,1.055969e-28,1.393753e-14
1.663901e-10,6.257366e-14,2.267952e-14,3.139507e+01,3.191340e+09,3.329724e+00,2.507662e+01,3.970261e+02,1.001923e+11,8.349823e+01,9.375019e-35,7.843031e-22
2.323268e-09,3.608596e-14,1.051956e-12,7.725434e+02,2.350536e+08,6.580811e+00,1.691166e+01,3.413376e+02,1.815891e+11,1.112925e+02,3.010367e-32,6.083799e-19
9.013590e-09,6.333661e-14,2.414213e-12,6.985172e+01,1.873135e+09,5.277695e+00,1.740393e+01,8.234026e+02,1.308417e+11,9.185264e+01,1.134855e-30,1.363886e-17
7.753804e-10,1.918169e-13,3.353306e-12,2.036453e+02,5.237459e+08,6.261824e+00,2.497446e+01,3.159329e+02,1.066584e+11,1.563857e+02,1.575686e-31,2.628220e-18
4.066575e-09,3.165801e-11,5.346760e-12,3.388642e+03,5.667869e+08,6.650255e+00,3.113058e+01,4.685557e+02,1.920638e+12,2.070263e+02,3.225257e-28,1.282435e-13
9.868187e-10,8.065876e-11,1.990140e-12,1.066363e+01,1.345613e+08,7.973612e+00,3.327385e+01,4.401523e+02,1.434912e+09,2.653128e+02,6.972291e-29,2.654355e-17
2.994120e-10,9.433544e-14,4.079489e-11,2.537108e+03,9.677094e+09,7.894775e+00,4.049825e+01,4.973594e+02,2.455183e+13,3.197246e+02,5.730864e-31,4.498627e-15
7.193569e-09,7.467831e-13,3.303924e-14,1.460143e+02,1.524227e+08,2.530783e+00,2.046498e+01,4.392378e+02,2.225588e+10,5.179243e+01,7.795942e-32,8.986274e-20
7.099408e-10,1.785435e-12,9.258138e-14,2.820788e+03,6.725366e+09,2.951128e+00,2.034712e+01,4.922050e+02,1.897083e+13,6.004696e+01,5.776115e-32,6.579807e-17
2.587405e-10,5.214818e-14,4.812563e-14,9.568390e+03,7.968121e+09,2.179075e+00,1.670501e+01,3.045100e+02,7.624209e+13,3.640146e+01,1.977341e-34,5.487761e-19
3.817818e-10,2.539894e-13,6.177744e-14,7.579596e+02,6.102493e+09,2.875528e+00,2.975379e+01,5.133112e+02,4.625443e+12,8.555787e+01,3.074974e-33,1.216900e-18
1.019470e-09,3.600999e-13,3.843343e-13,2.573793e+02,8.060332e+09,3.070831e+00,2.812075e+01,5.213518e+02,2.074563e+12,8.635405e+01,7.355931e-32,1.317792e-17
3.468504e-10,6.493510e-14,6.477958e-12,3.219481e+03,2.639115e+08,3.410058e+00,3.439269e+01,7.304826e+02,8.496580e+11,1.172811e+02,1.065785e-31,1.062042e-17
4.217546e-10,5.860437e-14,3.792521e-11,6.573568e+03,2.524577e+09,2.634657e+00,3.022633e+01,3.401617e+02,1.659548e+13,7.963599e+01,3.188623e-31,4.214076e-16
2.225825e-10,2.309646e-13,2.383213e-11,2.385768e+01,1.743835e+09,2.289943e+00,1.902103e+01,4.548257e+02,4.160387e+10,4.355707e+01,5.572427e-31,1.009803e-18
5.599970e-09,3.711161e-11,3.376440e-14,1.511629e+02,2.791506e+09,2.380066e+00,1.572282e+01,6.582385e+02,4.219722e+11,3.742135e+01,4.618893e-30,7.293588e-17
2.119701e-09,1.803898e-12,2.121799e-14,1.756999e+03,7.694937e+08,2.407973e+00,3.390262e+01,4.358551e+02,1.351999e+12,8.163661e+01,3.536169e-32,3.902963e-18
1.698583e-09,1.243381e-11,1.360040e-14,9.518621e+02,1.178739e+09,6.092119e+00,1.827872e+01,3.300522e+02,1.121997e+12,1.113561e+02,9.480372e-32,1.184490e-17
4.756921e-09,3.352373e-14,8.943562e-12,1.604447e+02,5.246579e+09,6.759087e+00,3.332947e+01,3.701300e+02,8.417860e+11,2.252768e+02,5.278896e-31,1.001063e-16
3.817899e-09,4.217119e-12,3.889969e-14,3.736184e+03,3.097768e+09,5.887193e+00,1.953923e+01,4.221925e+02,1.157383e+13,1.150312e+02,2.644216e-31,3.520381e-16
1.037770e-10,6.927140e-14,1.368169e-14,5.492257e+02,5.041332e+08,2.819479e+00,3.589346e+01,4.628499e+02,2.768829e+11,1.012009e+02,4.552344e-35,1.275603e-21
1.217561e-10,5.648230e-13,2.795668e-14,1.273280e+03,1.809366e+09,4.031721e+00,1.509802e+01,7.887357e+02,2.303830e+12,6.087102e+01,1.516422e-33,2.126577e-19
1.418233e-10,4.424801e-12,4.633310e-14,8.902231e+02,5.563411e+08,2.403292e+00,1.954494e+01,8.527233e+02,4.952677e+11,4.697221e+01,2.479367e-32,5.767955e-19
6.213095e-09,7.076998e-13,6.966457e-12,1.872338e+02,3.926660e+08,3.864837e+00,1.530387e+01,3.950851e+02,7.352034e+10,5.914697e+01,1.210207e-29,5.262591e-17
2.142565e-09,1.610232e-12,9.131408e-13,1.237061e+03,3.049975e+09,5.025011e+00,2.681903e+01,8.827878e+02,3.773004e+12,1.347659e+02,2.781099e-30,1.414112e-15
6.080371e-10,2.634952e-11,1.048847e-14,1.209878e+01,4.436627e+08,4.883898e+00,2.665796e+01,8.245085e+02,5.367777e+09,1.301948e+02,1.385511e-31,9.682735e-20
5.140698e-09,4.782405e-13,1.764245e-11,5.431285e+03,2.279506e+08,5.371086e+00,3.120640e+01,4.137322e+02,1.238065e+12,1.676123e+02,1.794513e-29,3.723880e-15
5.168561e-09,2.701943e-13,2.218904e-12,2.376327e+01,7.776294e+08,7.560110e+00,1.886300e+01,4.720291e+02,1.847902e+10,1.426063e+02,1.462693e-30,3.854526e-18
4.291700e-09,4.125905e-14,1.003707e-12,4.132431e+01,3.782737e+09,6.444236e+00,2.069950e+01,3.570909e+02,1.563190e+11,1.333925e+02,6.346500e-32,1.323358e-18
1.324186e-09,3.182462e-13,2.194814e-13,2.914141e+03,2.104118e+09,3.469984e+00,1.789024e+01,3.285204e+02,6.131698e+12,6.207883e+01,3.038591e-32,1.156635e-17
2.514829e-09,1.463350e-11,5.704207e-14,1.701404e+01,6.365602e+08,2.175574e+00,2.969438e+01,8.310707e+02,1.083046e+10,6.460230e+01,1.744576e-30,1.220633e-18
9.137325e-09,2.215291e-12,2.772432e-13,7.184803e+03,1.768469e+08,4.462616e+00,2.734695e+01,4.123073e+02,1.270610e+12,1.220390e+02,2.313832e-30,3.587919e-16
1.375160e-10,4.555280e-14,2.239490e-12,2.692396e+03,1.436485e+08,3.557194e+00,3.371635e+01,6.412340e+02,3.867585e+11,1.199356e+02,8.995674e-33,4.172745e-19
2.669606e-09,4.050277e-12,8.410745e-14,5.026368e+03,2.852169e+09,4.375111e+00,1.967644e+01,8.272592e+02,1.433605e+13,8.608659e+01,7.523292e-31,9.284806e-16
9.530051e-09,3.118123e-14,3.010979e-11,2.949597e+03,6.592753e+08,5.199818e+00,3.212791e+01,4.767276e+02,1.944597e+12,1.670593e+02,4.265465e-30,1.385692e-15
8.294691e-09,1.771452e-14,1.637528e-12,1.340872e+01,2.661683e+08,4.948513e+00,1.574638e+01,6.387355e+02,3.568976e+09,7.792118e+01,1.536878e-31,4.274038e-20
9.522052e-10,2.886445e-14,7.395251e-14,2.872050e+03,4.944254e+09,3.013021e+00,1.842896e+01,8.750952e+02,1.420015e+13,5.552685e+01,1.778697e-33,1.402484e-18
3.984577e-10,3.009462e-14,1.919852e-11,1.938417e+03,1.788197e+08,4.114373e+00,3.344472e+01,7.689509e+02,3.466272e+11,1.376040e+02,1.770262e-31,8.443671e-18
1.193280e-10,7.877526e-14,3.782885e-13,2.116786e+03,2.929654e+09,4.562093e+00,2.030001e+01,9.009513e+02,6.201450e+12,9.261054e+01,3.203736e-33,1.839969e-18
1.033268e-09,1.018375e-12,2.427927e-13,3.307081e+02,4.025283e+09,6.467852e+00,2.552628e+01,7.667614e+02,1.331194e+12,1.651002e+02,1.958918e-31,4.305319e-17
4.450599e-09,3.216488e-14,6.332175e-12,1.030416e+01,1.102357e+09,2.834540e+00,1.569660e+01,5.072075e+02,1.135886e+10,4.449265e+01,4.597682e-31,2.323602e-19
1.044443e-09,1.143545e-11,2.211193e-11,1.035808e+03,2.753657e+08,4.386838e+00,2.946426e+01,3.041357e+02,2.852260e+11,1.292549e+02,8.032153e-29,2.961203e-15
4.740394e-09,1.987837e-14,6.516406e-11,2.148139e+02,2.047385e+09,3.876682e+00,1.664993e+01,4.382401e+02,4.398067e+11,6.454647e+01,2.691010e-30,7.639233e-17
5.003136e-09,5.299892e-13,1.631440e-12,1.277558e+03,3.407907e+08,3.992078e+00,2.585882e+01,8.754210e+02,4.353798e+11,1.032304e+02,3.787018e-30,1.702054e-16
4.556515e-09,9.211856e-11,3.642687e-14,3.698183e+03,3.269441e+09,6.512819e+00,4.043285e+01,8.180570e+02,1.209099e+13,2.633318e+02,1.250793e-29,3.982452e-14
2.253823e-09,4.849617e-14,3.147147e-11,9.050500e+01,1.561646e+08,4.931594e+00,1.922028e+01,6.160067e+02,1.413367e+10,9.478659e+01,2.118994e-30,2.838780e-18
5.415618e-09,1.690382e-12,9.381206e-11,3.566185e+03,3.073511e+09,4.266351e+00,1.547434e+01,7.829869e+02,1.096071e+13,6.601896e+01,6.724285e-28,4.865790e-13
3.274823e-10,1.335026e-11,1.763725e-13,1.727130e+02,1.094792e+09,2.881856e+00,3.589769e+01,4.164190e+02,1.890848e+11,1.034520e+02,3.210989e-31,6.281078e-18
1.833655e-10,2.981435e-12,9.867752e-13,1.503331e+01,3.380446e+09,7.579374e+00,3.299326e+01,6.614491e+02,5.081927e+10,2.500683e+02,3.568269e-31,4.534658e-18
1.116361e-10,2.834502e-11,5.418270e-12,1.266030e+01,2.349056e+09,2.178850e+00,3.844850e+01,5.252108e+02,2.973976e+10,8.377351e+01,9.004833e-30,2.243468e-17
2.282353e-10,5.110135e-13,1.817350e-13,6.749660e+01,6.368187e+09,2.031910e+00,1.768453e+01,5.408733e+02,4.298310e+11,3.593336e+01,1.146435e-32,1.770700e-19
4.826872e-10,2.146842e-12,2.060488e-14,1.410844e+03,2.208310e+08,4.447634e+00,1.814090e+01,7.115590e+02,3.115581e+11,8.068410e+01,1.519312e-32,3.819212e-19
4.103277e-09,2.008042e-14,6.325086e-13,4.366977e+02,1.745295e+08,2.953751e+00,3.630145e+01,9.177841e+02,7.621662e+10,1.072254e+02,4.783113e-32,3.908932e-19
6.878974e-10,1.754866e-12,9.642821e-11,2.282251e+01,6.171340e+09,2.112329e+00,2.199016e+01,9.810816e+02,1.408455e+11,4.645044e+01,1.142028e-28,7.471533e-16
2.879489e-10,4.640142e-11,5.743346e-14,1.759124e+01,7.213797e+09,4.680815e+00,3.759797e+01,7.456552e+02,1.268997e+11,1.759891e+02,5.722024e-31,1.277897e-17
2.614358e-09,1.299730e-14,2.000244e-11,4.853154e+02,1.601040e+08,4.972202e+00,2.753687e+01,3.594456e+02,7.770095e+10,1.369189e+02,2.443061e-31,2.599106e-18
2.499775e-10,1.300809e-12,1.365186e-11,1.422858e+02,2.218052e+09,6.355756e+00,4.320776e+01,3.580898e+02,3.155973e+11,2.746180e+02,1.589638e-30,1.377719e-16
9.417927e-10,2.657612e-12,2.317979e-14,3.682055e+01,3.841227e+09,2.426421e+00,2.035436e+01,9.935261e+02,1.414361e+11,4.938825e+01,5.764155e-32,4.026424e-19
3.831590e-10,1.067387e-13,3.752458e-11,9.177546e+01,2.507174e+08,6.984565e+00,1.507399e+01,5.234911e+02,2.300970e+10,1.052853e+02,8.033897e-31,1.946278e-18
4.439812e-10,1.180531e-11,8.459247e-12,5.309989e+01,1.086307e+09,6.696621e+00,3.131866e+01,8.294441e+02,5.768279e+10,2.097292e+02,3.677568e-29,4.449036e-16
4.834178e-10,2.630445e-13,4.928587e-11,7.546450e+02,1.302024e+09,7.604129e+00,2.114497e+01,4.060856e+02,9.825662e+11,1.607891e+02,2.545024e-30,4.020781e-16
5.160124e-09,7.733854e-14,1.525774e-11,1.084751e+03,1.355891e+09,2.706196e+00,1.830408e+01,4.898075e+02,1.470804e+12,4.953442e+01,2.982440e-30,2.172870e-16
4.005347e-09,1.149451e-14,1.723278e-12,2.347775e+01,1.493148e+09,5.268541e+00,2.748132e+01,5.652128e+02,3.505574e+10,1.447865e+02,4.484336e-32,2.276068e-19
2.061620e-09,3.294414e-13,2.408149e-14,5.157412e+03,9.210323e+09,4.840909e+00,3.040211e+01,6.946239e+02,4.750143e+13,1.471739e+02,1.136109e-32,7.942501e-17
3.809339e-10,3.998234e-14,8.139652e-13,1.046264e+03,1.517794e+08,3.149746e+00,4.487074e+01,3.732873e+02,1.588012e+11,1.413315e+02,4.627717e-33,1.038627e-19
1.654936e-09,1.189322e-12,1.470487e-12,1.348468e+02,6.435729e+08,6.203794e+00,2.424469e+01,4.778479e+02,8.678374e+10,1.504091e+02,1.383030e-30,1.805278e-17
4.513150e-09,1.128556e-12,3.682036e-13,5.416135e+03,3.040110e+09,4.150195e+00,2.296837e+01,8.829227e+02,1.646565e+13,9.532322e+01,1.655822e-30,2.598910e-15
1.767846e-09,2.139864e-12,5.229952e-12,5.898195e+03,8.445154e+09,5.127844e+00,2.122379e+01,5.160676e+02,4.981116e+13,1.088323e+02,1.021021e-29,5.535021e-14
9.214025e-09,6.423022e-13,2.604409e-11,1.328293e+03,1.848520e+08,2.066524e+00,3.388249e+01,6.417102e+02,2.455376e+11,7.001899e+01,9.890924e-29,1.700476e-15
1.381319e-09,1.569505e-11,3.291895e-12,9.100951e+02,4.187867e+09,2.252903e+00,2.767262e+01,8.144075e+02,3.811357e+12,6.234371e+01,5.812252e-29,1.381073e-14
5.732536e-09,3.780128e-14,3.283009e-11,4.363710e+03,2.671518e+09,7.223905e+00,2.710140e+01,7.664778e+02,1.165773e+13,1.957780e+02,5.452868e-30,1.244522e-14
9.828528e-09,9.724096e-12,2.487250e-13,1.037297e+02,4.246671e+09,6.262903e+00,3.442931e+01,5.895890e+02,4.405059e+11,2.156275e+02,1.401544e-29,1.331259e-15
2.327623e-10,2.434730e-14,1.098377e-14,9.777670e+01,6.571537e+09,3.938068e+00,3.070427e+01,9.108901e+02,6.425432e+11,1.209155e+02,5.669973e-35,4.405197e-21
1.971625e-09,5.441389e-13,2.061056e-13,5.714607e+02,3.036257e+08,2.432213e+00,4.297960e+01,3.721010e+02,1.735102e+11,1.045355e+02,8.227819e-32,1.492360e-18
6.317639e-10,8.959616e-14,1.649120e-14,9.020147e+03,4.233649e+09,4.681687e+00,4.200375e+01,4.483202e+02,3.818814e+13,1.966484e+02,4.184895e-34,3.142704e-18
1.913784e-09,2.772038e-13,1.031661e-13,1.747930e+02,5.682210e+08,3.671426e+00,3.548841e+01,3.086584e+02,9.932102e+10,1.302931e+02,1.689301e-32,2.186098e-19
5.733962e-09,7.599397e-14,7.684261e-14,6.490036e+03,1.631297e+08,4.844990e+00,2.122642e+01,5.865626e+02,1.058717e+12,1.028418e+02,1.964040e-32,2.138455e-18
4.364368e-10,5.389843e-11,1.097501e-11,2.965541e+03,5.655375e+09,4.224961e+00,4.473746e+01,5.902030e+02,1.677124e+13,1.890140e+02,1.523715e-28,4.830177e-13
2.240299e-09,7.996566e-13,1.358474e-12,1.596141e+03,5.792547e+09,2.053050e+00,2.840071e+01,6.021199e+02,9.245719e+12,5.830807e+01,1.465358e-30,7.899745e-16
3.577139e-10,5.453622e-11,9.345152e-13,2.011704e+01,1.106324e+09,5.232441e+00,1.581503e+01,4.761783e+02,2.225597e+10,8.275120e+01,8.681142e-30,1.598813e-17
3.201112e-09,9.718180e-12,4.704973e-13,5.915812e+02,2.206068e+09,2.403886e+00,4.284766e+01,7.089028e+02,1.305069e+12,1.030009e+02,1.037599e-29,1.394774e-15
3.630983e-09,2.263871e-13,2.153326e-14,8.113514e+01,3.715852e+09,4.734687e+00,3.641594e+01,7.529147e+02,3.014862e+11,1.724181e+02,1.332697e-32,6.927582e-19
5.517942e-10,1.129101e-13,1.652513e-14,8.184881e+01,5.872682e+08,2.248783e+00,2.330035e+01,8.065677e+02,4.806721e+10,5.239745e+01,8.304157e-34,2.091484e-21
1.195424e-09,1.400398e-13,1.069776e-14,1.452107e+02,1.343463e+08,7.261231e+00,4.009076e+01,4.897693e+02,1.950851e+10,2.911083e+02,8.771176e-34,4.981229e-21
6.485701e-09,7.474391e-14,3.267384e-11,2.142772e+02,5.962022e+09,6.436998e+00,4.411376e+01,6.386799e+02,1.277525e+12,2.839602e+02,1.011617e-29,3.669805e-15
1.961815e-09,3.385064e-11,2.204921e-12,3.854014e+02,2.386164e+09,4.598716e+00,2.019300e+01,3.062223e+02,9.196308e+11,9.286189e+01,4.483886e-29,3.829178e-15
6.013159e-10,1.243550e-13,2.649351e-13,3.485449e+01,1.984996e+09,3.393397e+00,4.436668e+01,9.952207e+02,6.918603e+10,1.505538e+02,1.971627e-32,2.053689e-19
1.456899e-09,5.846995e-14,2.769763e-13,2.672592e+02,9.342388e+09,2.837255e+00,1.746882e+01,7.596474e+02,2.496839e+12,4.956351e+01,1.792325e-32,2.218040e-18
1.976148e-09,6.801596e-11,7.284816e-12,9.823809e+01,3.414963e+09,4.986863e+00,2.280074e+01,3.208391e+02,3.354794e+11,1.137041e+02,3.141494e-28,1.198335e-14
